condition,layer,mode,term,n,estimate,se,t,p,ci_lo,ci_hi
attn_zeroed,10,words_only,model_size125,146850,0.02870315639365284,0.014085191777027828,2.0378250327032186,0.04156922242285825,0.0010964602466068674,0.05630985254069881
attn_zeroed,10,words_only,model_size1300,146850,1.3111881042530125,0.014085191777046613,93.0898297309476,0,1.2835814081059296,1.3387948004000954
attn_zeroed,10,words_only,log_freq:model_size125,146850,0.005022697234991723,0.020194644748609228,0.24871431498380914,0.8035821227977704,-0.03455840540087417,0.04460379987085761
attn_zeroed,10,words_only,log_freq:model_size1300,146850,-0.08296962215386947,0.020194644748579117,-4.108496246744185,3.984593327288039e-5,-0.12255072478967632,-0.0433885195180626
attn_zeroed,11,individual,log_freq,146850,-0.0802858349556887,0.014277759908633817,-5.623139446905781,1.8785728786415272e-8,-0.10826996081622435,-0.05230170909515304
attn_zeroed,11,individual,model_size125,146850,0.025918586622783166,0.01408320883346613,1.840389284095004,0.06571312217573202,-0.0016842229942637087,0.053521396239830044
attn_zeroed,11,individual,model_size1300,146850,1.342421749131824,0.014083208833484913,95.32073016910874,0,1.3148189395147403,1.3700245587489077
attn_zeroed,11,individual,log_freq:model_size125,146850,0.013395762674908673,0.020191801703131472,0.6634258236020203,0.5070589130352048,-0.026179767648284506,0.052971292998101854
attn_zeroed,11,individual,log_freq:model_size1300,146850,-0.04512568889876409,0.02019180170310136,-2.2348520237217366,0.025428563011748603,-0.08470121922189824,-0.005550158575629925
attn_zeroed,11,mean_pooled,log_freq,146850,-0.038873242472747,0.014514080581507804,-2.6783124328436534,0.007400239617854017,-0.06732055215871967,-0.010425932786774325
